doc_id,topic_index,score
1502,4,0.549892
1503,5,0.774915
1504,0,0.1
1505,7,0.384792
1506,0,0.1
1507,7,0.871398
1508,0,0.1
1509,2,0.549952
1510,8,0.849952
1511,8,0.849958
1512,5,0.417627
1513,4,0.699829
1514,0,0.774934
1515,0,0.1
1516,0,0.1
1517,2,0.84996
1518,0,0.1
1519,6,0.601062
1520,6,0.887478
1521,6,0.957134
1522,2,0.935699
1523,5,0.607754
1524,8,0.699937
1525,1,0.935691
1526,7,0.819969
1527,7,0.909983
1528,7,0.536281
1529,0,0.445175
1530,7,0.899976
1531,1,0.774942
1532,0,0.887469
1533,7,0.475022
1534,8,0.849956
1535,7,0.887476
1536,8,0.81995
1537,6,0.849962
1538,2,0.654407
1539,1,0.774954
1540,2,0.909979
1541,5,0.749928
1542,3,0.421786
1543,5,0.774951
1544,5,0.849962
1545,0,0.1
1546,5,0.549877
1547,4,0.96249
1548,2,0.849965
1549,5,0.624756
1550,5,0.593408
1551,5,0.61913
1552,6,0.924973
1553,8,0.546483
1554,3,0.84996
1555,7,0.37455
1556,5,0.47617
1557,4,0.525168
1558,1,0.567513
1559,5,0.780086
1560,7,0.909981
1561,0,0.699951
1562,8,0.774956
1563,0,0.819965
1564,7,0.887474
1565,7,0.871396
1566,7,0.537806
1567,7,0.871397
1568,5,0.774953
1569,4,0.400082
1570,4,0.849927
1571,1,0.499702
1572,6,0.849969
1573,8,0.887474
1574,8,0.871905
1575,5,0.930749
1576,7,0.871395
1577,9,0.88747
1578,9,0.677086
1579,2,0.699961
1580,8,0.918163
1581,1,0.549923
1582,2,0.699922
1583,5,0.699943
1584,2,0.819977
1585,7,0.610364
1586,7,0.503123
1587,1,0.693331
1588,4,0.756281
1589,1,0.819953
1590,4,0.44935
1591,2,0.598346
1592,6,0.92498
1593,5,0.918157
1594,8,0.464817
1595,6,0.899983
1596,4,0.549929
1597,9,0.69994
1598,9,0.871389
1599,8,0.918159
1600,9,0.464891
1601,9,0.549924
1602,3,0.549976
1603,6,0.549955
1604,0,0.826129
1605,6,0.871395
1606,0,0.887474
1607,6,0.819963
1608,6,0.899982
1609,4,0.77497
1610,6,0.725412
1611,5,0.849953
1612,6,0.899972
1613,4,0.819969
1614,4,0.380013
1615,4,0.774959
1616,7,0.909985
1617,8,0.549922
1618,5,0.939993
1619,7,0.698383
1620,6,0.624993
1621,4,0.774932
1622,5,0.909976
1623,2,0.478358
1624,2,0.887474
1625,4,0.649941
1626,1,0.661978
1627,6,0.899977
1628,6,0.699955
1629,4,0.684811
1630,5,0.616208
1631,5,0.549949
1632,7,0.774941
1633,1,0.450239
1634,3,0.819947
1635,5,0.699979
1636,7,0.421851
1637,8,0.699909
1638,7,0.729234
1639,0,0.699957
1640,2,0.887481
1641,8,0.819968
1642,8,0.909977
1643,1,0.549987
1644,7,0.849981
1645,7,0.849981
1646,7,0.774975
1647,0,0.1
1648,4,0.513141
1649,8,0.805169
1650,5,0.887465
1651,3,0.774952
1652,8,0.918161
1653,6,0.819958
1654,7,0.871399
1655,8,0.949985
1656,4,0.665283
1657,7,0.817556
1658,1,0.849969
1659,1,0.871399
1660,2,0.935699
1661,1,0.935698
1662,9,0.399718
1663,8,0.887475
1664,1,0.472639
1665,7,0.819943
1666,3,0.774947
1667,3,0.774943
1668,4,0.819955
1669,0,0.871403
1670,6,0.957768
1671,9,0.599583
1672,0,0.618034
1673,4,0.547331
1674,0,0.416741
1675,1,0.774933
1676,6,0.737668
1677,7,0.849968
1678,9,0.634153
1679,7,0.815038
1680,7,0.981995
1681,1,0.679886
1682,2,0.398541
1683,8,0.549957
1684,8,0.899972
1685,5,0.819958
1686,7,0.849977
1687,8,0.871407
1688,3,0.774949
1689,8,0.959081
1690,3,0.899973
1691,7,0.544384
1692,6,0.532178
1693,8,0.68651
1694,7,0.87141
1695,2,0.693806
1696,1,0.887473
1697,1,0.871403
1698,5,0.407417
1699,9,0.549934
1700,8,0.699929
1701,5,0.85017
1702,9,0.549933
1703,5,0.699947
1704,5,0.909971
1705,6,0.549954
1706,8,0.699932
1707,5,0.774895
1708,1,0.699955
1709,3,0.699917
1710,1,0.538147
1711,0,0.819968
1712,7,0.498317
1713,1,0.54994
1714,8,0.717825
1715,8,0.582055
1716,3,0.371164
1717,5,0.930753
1718,8,0.871398
1719,4,0.482185
1720,4,0.909971
1721,6,0.930754
1722,5,0.785573
1723,9,0.774932
1724,3,0.849962
1725,2,0.849963
1726,0,0.819943
1727,3,0.54999
1728,9,0.664061
1729,7,0.930749
1730,8,0.924977
1731,1,0.92498
1732,3,0.490845
1733,2,0.911539
1734,9,0.949988
1735,3,0.935696
1736,4,0.583725
1737,0,0.849975
1738,6,0.54995
1739,5,0.77494
1740,3,0.849384
1741,3,0.871404
1742,9,0.774931
1743,4,0.581922
1744,2,0.430291
1745,1,0.715674
1746,1,0.523999
1747,6,0.849981
1748,6,0.819955
1749,3,0.774934
1750,9,0.7003
1751,3,0.774971
1752,8,0.769827
1753,8,0.84997
1754,6,0.549979
1755,7,0.849966
1756,8,0.486659
1757,4,0.943733
1758,4,0.49495
1759,4,0.946916
1760,3,0.887471
1761,6,0.899964
1762,5,0.871399
1763,5,0.587051
1764,7,0.518877
1765,8,0.924985
1766,2,0.918153
1767,8,0.75289
1768,6,0.774925
1769,5,0.8714
1770,5,0.549959
1771,4,0.887474
1772,7,0.89997
1773,7,0.871384
1774,6,0.516212
1775,1,0.819954
1776,4,0.918155
1777,1,0.819962
1778,7,0.887477
1779,4,0.699959
1780,8,0.89997
1781,9,0.374696
1782,3,0.549976
1783,9,0.909976
1784,9,0.871383
1785,0,0.549944
1786,7,0.947046
1787,9,0.549982
1788,6,0.819954
1789,0,0.909974
1790,4,0.787895
1791,2,0.819956
1792,1,0.819965
1793,2,0.549851
1794,1,0.819956
1795,4,0.935699
1796,7,0.7638
1797,4,0.899978
1798,5,0.774954
1799,0,0.949987
1800,5,0.935697
1801,5,0.871395
1802,6,0.564999
1803,4,0.849969
1804,4,0.899975
1805,9,0.470234
1806,3,0.887479
1807,8,0.774929
1808,6,0.819966
1809,5,0.494897
1810,1,0.887472
1811,1,0.880446
1812,3,0.918163
1813,3,0.681637
1814,1,0.899976
1815,7,0.819966
1816,7,0.774948
1817,1,0.899971
1818,5,0.943736
1819,8,0.60115
1820,7,0.935701
1821,9,0.644835
1822,4,0.849949
1823,4,0.871396
1824,2,0.819946
1825,5,0.472066
1826,5,0.639508
1827,4,0.582164
1828,6,0.939985
1829,0,0.90998
1830,5,0.401896
1831,2,0.887474
1832,9,0.747849
1833,1,0.909972
1834,4,0.699941
1835,3,0.433918
1836,9,0.638292
1837,9,0.909975
1838,0,0.69996
1839,5,0.849964
1840,0,0.819945
1841,5,0.918159
1842,7,0.651517
1843,3,0.549989
1844,7,0.909974
1845,5,0.909979
1846,0,0.774954
1847,9,0.949986
1848,4,0.733483
1849,6,0.871393
1850,6,0.774959
1851,4,0.92498
1852,3,0.554721
1853,7,0.899971
1854,8,0.899971
1855,8,0.924986
1856,5,0.549973
1857,5,0.631676
1858,0,0.526307
1859,2,0.943738
1860,5,0.295504
1861,2,0.710588
1862,6,0.819971
1863,0,0.1
1864,4,0.819953
1865,9,0.819969
1866,2,0.528622
1867,5,0.380495
1868,7,0.506976
1869,2,0.960858
1870,3,0.699948
1871,7,0.480248
1872,8,0.78139
1873,8,0.519731
1874,2,0.862385
1875,9,0.492325
1876,8,0.702518
1877,2,0.602307
1878,0,0.620804
1879,9,0.819959
1880,6,0.503946
1881,7,0.565895
1882,9,0.525747
1883,6,0.774978
1884,0,0.1
1885,6,0.641286
1886,2,0.794503
1887,5,0.774948
1888,5,0.549971
1889,4,0.530547
1890,1,0.774971
1891,5,0.871391
1892,5,0.477545
1893,9,0.696754
1894,5,0.887473
1895,2,0.924978
1896,0,0.1
1897,6,0.699943
1898,6,0.957133
1899,0,0.1
1900,7,0.699949
1901,2,0.849959
1902,2,0.819956
1903,4,0.819978
1904,6,0.437005
1905,2,0.666039
1906,0,0.1
1907,0,0.774948
1908,5,0.549954
1909,7,0.849963
1910,0,0.704241
1911,6,0.832708
1912,0,0.1
1913,0,0.947041
1914,5,0.549864
1915,4,0.540804
1916,0,0.1
1917,5,0.871402
1918,5,0.819941
1919,3,0.549937
1920,3,0.871398
1921,0,0.617835
1922,8,0.636219
1923,4,0.722404
1924,4,0.447776
1925,0,0.705711
1926,2,0.849956
1927,8,0.54989
1928,8,0.871397
1929,4,0.48328
1930,0,0.403825
1931,8,0.819964
1932,0,0.899971
1933,0,0.909972
1934,4,0.394254
1935,2,0.549949
1936,4,0.849963
1937,7,0.849956
1938,6,0.536414
1939,7,0.943727
1940,4,0.41973
1941,7,0.819971
1942,6,0.699908
1943,0,0.69995
1944,1,0.749756
1945,6,0.699919
1946,2,0.475897
1947,6,0.819953
1948,0,0.549985
1949,6,0.699969
1950,1,0.549987
1951,8,0.899981
1952,0,0.1
1953,7,0.774948
1954,2,0.693785
1955,2,0.598178
1956,8,0.959082
1957,0,0.871397
1958,4,0.935698
1959,1,0.719671
1960,3,0.718861
1961,0,0.1
1962,5,0.699905
1963,7,0.871398
1964,3,0.699896
1965,0,0.549993
1966,5,0.616749
1967,7,0.909981
1968,7,0.871407
1969,5,0.887476
1970,3,0.747967
1971,9,0.930751
1972,4,0.973522
1973,5,0.952619
1974,5,0.81189
1975,8,0.774965
1976,3,0.699975
1977,5,0.699929
1978,4,0.730614
1979,4,0.653941
1980,4,0.665564
1981,4,0.918161
1982,9,0.589923
1983,8,0.887462
1984,2,0.543864
1985,4,0.715653
1986,0,0.1
1987,4,0.849972
1988,9,0.689719
1989,9,0.947044
1990,5,0.699951
1991,0,0.835247
1992,8,0.935699
1993,4,0.798694
1994,4,0.954988
1995,4,0.957132
1996,0,0.774974
1997,6,0.94702
1998,6,0.760592
1999,1,0.718283
2000,5,0.699946
2001,3,0.425289
2002,4,0.464919
2003,6,0.939983
2004,1,0.982349
2005,2,0.819964
2006,7,0.899983
2007,4,0.968958
2008,5,0.483867
2009,6,0.507183
2010,5,0.949986
2011,3,0.871402
2012,0,0.581322
2013,0,0.602801
2014,6,0.887477
2015,3,0.871388
2016,0,0.1
2017,4,0.935698
2018,6,0.699987
2019,6,0.611886
2020,4,0.699907
2021,1,0.774959
2022,4,0.918161
2023,5,0.806368
2024,6,0.930754
2025,9,0.549964
2026,0,0.943734
2027,1,0.95713
2028,4,0.549949
2029,9,0.442043
2030,5,0.88747
2031,9,0.465562
2032,3,0.819956
2033,0,0.909977
2034,9,0.87139
2035,1,0.518194
2036,0,0.1
2037,0,0.899967
2038,7,0.674342
2039,9,0.552139
2040,9,0.930753
2041,0,0.819965
2042,9,0.871404
2043,9,0.928218
2044,2,0.69997
2045,6,0.552978
2046,1,0.871397
2047,6,0.614339
2048,5,0.437704
2049,1,0.899973
2050,2,0.348796
2051,1,0.618293
2052,6,0.887475
2053,8,0.871401
2054,5,0.646451
2055,6,0.969987
2056,0,0.871389
2057,8,0.899976
2058,4,0.472256
2059,3,0.699911
2060,1,0.699935
2061,9,0.477476
2062,2,0.549924
2063,7,0.774947
2064,7,0.909973
2065,6,0.965375
2066,5,0.909976
2067,3,0.887464
2068,8,0.512892
2069,5,0.477904
2070,8,0.299981
2071,2,0.819957
2072,9,0.532618
2073,3,0.485473
2074,5,0.849972
2075,8,0.699959
2076,9,0.924977
2077,5,0.819951
2078,6,0.565993
2079,4,0.871401
2080,4,0.679437
2081,0,0.697703
2082,0,0.795235
2083,4,0.700134
2084,2,0.84996
2085,1,0.909982
2086,0,0.977494
2087,4,0.899978
2088,0,0.880808
2089,0,0.936062
2090,0,0.924976
2091,9,0.871391
2092,4,0.567284
2093,9,0.699957
2094,2,0.48043
2095,6,0.393031
2096,0,0.616362
2097,0,0.440791
2098,5,0.556363
2099,0,0.486483
2100,0,0.392147
2101,8,0.952617
2102,2,0.899972
2103,9,0.410477
2104,0,0.783728
2105,2,0.501331
2106,5,0.947044
2107,9,0.871401
2108,1,0.549973
2109,9,0.472838
2110,0,0.935694
2111,9,0.517034
2112,1,0.615551
2113,8,0.84997
2114,6,0.77493
2115,9,0.887464
2116,5,0.597191
2117,4,0.924973
2118,2,0.949985
2119,1,0.954987
2120,1,0.623216
2121,6,0.551489
2122,8,0.887478
2123,7,0.774952
2124,8,0.699889
2125,8,0.660709
2126,7,0.521578
2127,8,0.549868
2128,6,0.930748
2129,8,0.549978
2130,8,0.549948
2131,3,0.849952
2132,2,0.549946
2133,5,0.887475
2134,9,0.549634
2135,3,0.699897
2136,4,0.69994
2137,8,0.819963
2138,5,0.809544
2139,5,0.939986
2140,6,0.89998
2141,8,0.549922
2142,7,0.962489
2143,7,0.699967
2144,5,0.718192
2145,5,0.84996
2146,0,0.699919
2147,9,0.887477
2148,4,0.359142
2149,4,0.699949
2150,6,0.699956
2151,6,0.702692
2152,8,0.871398
2153,5,0.62894
2154,4,0.549931
2155,9,0.849965
2156,8,0.699925
2157,7,0.92497
2158,7,0.774937
2159,1,0.699968
2160,4,0.774957
2161,6,0.871401
2162,4,0.388927
2163,8,0.849969
2164,8,0.849387
2165,8,0.871415
2166,5,0.957131
2167,8,0.774951
2168,8,0.53598
2169,4,0.65086
2170,8,0.918167
2171,5,0.673068
2172,3,0.699951
2173,8,0.699955
2174,1,0.457174
2175,7,0.690729
2176,2,0.680677
2177,0,0.682072
2178,5,0.699963
2179,4,0.549929
2180,4,0.549915
2181,1,0.699946
2182,7,0.819959
2183,3,0.549946
2184,9,0.899976
2185,0,0.614645
2186,7,0.899976
2187,7,0.618143
2188,3,0.560037
2189,7,0.597948
2190,7,0.887482
2191,6,0.887466
2192,1,0.899976
2193,3,0.819974
2194,5,0.368275
2195,9,0.699903
2196,4,0.549929
2197,9,0.935699
2198,0,0.819969
2199,5,0.764723
2200,8,0.562187
2201,8,0.699489
2202,4,0.909981
2203,7,0.506378
2204,0,0.377898
2205,2,0.549928
2206,9,0.659531
2207,5,0.510831
2208,4,0.626619
2209,5,0.906606
2210,1,0.774962
2211,0,0.667467
2212,6,0.677325
2213,5,0.722863
2214,8,0.949987
2215,9,0.960858
2216,5,0.772824
2217,9,0.551376
2218,1,0.327299
2219,4,0.935698
2220,8,0.643819
2221,5,0.515055
2222,1,0.871405
2223,4,0.765137
2224,5,0.39463
2225,9,0.75348
2226,8,0.819966
2227,7,0.930746
2228,9,0.909975
2229,6,0.849953
2230,8,0.549967
2231,4,0.544936
2232,8,0.534549
2233,3,0.699911
2234,7,0.364774
2235,4,0.871401
2236,1,0.774953
2237,3,0.819965
2238,6,0.479592
2239,3,0.819957
2240,4,0.863979
2241,0,0.887469
2242,8,0.887459
2243,1,0.924979
2244,0,0.1
2245,3,0.549925
2246,9,0.77498
2247,7,0.9357
2248,7,0.774945
2249,3,0.613018
2250,1,0.909976
2251,4,0.774963
2252,8,0.622288
2253,6,0.699933
2254,0,0.577026
2255,5,0.693725
2256,8,0.849971
2257,1,0.84997
2258,0,0.1
2259,7,0.534213
2260,4,0.899977
2261,7,0.774958
2262,9,0.918164
2263,2,0.57834
2264,0,0.592411
2265,6,0.924983
2266,4,0.774942
2267,6,0.777116
2268,2,0.871401
2269,4,0.628997
2270,6,0.704188
2271,3,0.887472
2272,7,0.363907
2273,9,0.88747
2274,7,0.909978
2275,0,0.512705
2276,1,0.774634
2277,5,0.439641
2278,9,0.677787
2279,4,0.699918
2280,7,0.871399
2281,6,0.774921
2282,4,0.788868
2283,1,0.54074
2284,6,0.47539
2285,9,0.849968
2286,0,0.699941
2287,9,0.90998
2288,9,0.681544
2289,8,0.279257
2290,6,0.448295
2291,9,0.887483
2292,9,0.819975
2293,9,0.887483
2294,6,0.918166
2295,2,0.939983
2296,9,0.46843
2297,5,0.899972
2298,4,0.549927
2299,5,0.819956
2300,8,0.819965
2301,7,0.397025
2302,8,0.849959
2303,6,0.774933
2304,2,0.556031
2305,0,0.663497
2306,0,0.536492
2307,9,0.90998
2308,6,0.819949
2309,9,0.92497
2310,1,0.642044
2311,8,0.887471
2312,9,0.493044
2313,0,0.825437
2314,0,0.636646
2315,1,0.699953
2316,0,0.285109
2317,2,0.51661
2318,9,0.505734
2319,0,0.69996
2320,1,0.899977
2321,8,0.89997
2322,0,0.1
2323,1,0.549961
2324,1,0.723531
2325,8,0.887479
2326,1,0.871413
2327,8,0.774962
2328,8,0.540993
2329,8,0.371757
2330,9,0.507225
2331,8,0.849973
2332,7,0.887474
2333,3,0.899974
2334,1,0.516106
2335,3,0.571602
2336,1,0.520544
2337,8,0.819964
2338,0,0.1
2339,8,0.549734
2340,8,0.549896
2341,9,0.918159
2342,7,0.324908
2343,9,0.935697
2344,4,0.699973
2345,9,0.899976
2346,9,0.845576
2347,9,0.95908
2348,3,0.699956
2349,0,0.849962
2350,8,0.849942
2351,8,0.699938
2352,1,0.60341
2353,7,0.849958
2354,8,0.849968
2355,8,0.622035
2356,5,0.909974
2357,0,0.1
2358,1,0.395242
2359,9,0.608447
2360,6,0.549937
2361,2,0.849967
2362,6,0.500912
2363,0,0.909982
2364,4,0.549908
2365,8,0.66978
2366,8,0.947046
2367,8,0.377767
2368,8,0.781189
2369,9,0.849965
2370,0,0.699938
2371,7,0.918169
2372,2,0.614978
2373,3,0.699976
2374,8,0.442963
2375,4,0.887474
2376,4,0.804101
2377,6,0.878338
2378,9,0.595586
2379,7,0.646414
2380,7,0.93075
2381,1,0.569993
2382,8,0.54989
2383,4,0.442235
2384,5,0.722967
2385,6,0.437626
2386,3,0.81995
2387,1,0.699925
2388,9,0.338253
2389,7,0.90998
2390,1,0.699945
2391,9,0.774928
2392,0,0.819959
2393,4,0.939984
2394,2,0.871398
2395,6,0.930752
2396,4,0.918163
2397,3,0.705733
2398,4,0.532249
2399,0,0.486786
2400,7,0.909973
2401,6,0.658484
2402,5,0.971865
2403,4,0.95262
2404,0,0.656926
2405,5,0.819959
2406,8,0.849975
2407,8,0.871403
2408,1,0.699951
2409,8,0.585454
2410,0,0.1
2411,8,0.849972
2412,9,0.549991
2413,4,0.819939
2414,4,0.518176
2415,6,0.527523
2416,6,0.784682
2417,0,0.849967
2418,1,0.549944
2419,6,0.871384
2420,9,0.513979
2421,6,0.483973
2422,9,0.954988
2423,5,0.849956
2424,7,0.849962
2425,7,0.887467
2426,5,0.918151
2427,2,0.819968
2428,0,0.549976
2429,2,0.549971
2430,1,0.918158
2431,0,0.581592
2432,2,0.819977
2433,0,0.699919
2434,2,0.819959
2435,9,0.918154
2436,5,0.830204
2437,6,0.594796
2438,7,0.539598
2439,7,0.522707
2440,7,0.959079
2441,3,0.69992
2442,9,0.849964
2443,7,0.899978
2444,1,0.549938
2445,0,0.1
2446,2,0.930756
2447,2,0.91816
2448,0,0.1
2449,2,0.512112
2450,2,0.712324
2451,9,0.819949
2452,7,0.527071
2453,5,0.943737
2454,6,0.549974
2455,5,0.965376
2456,4,0.674704
2457,2,0.634251
2458,4,0.849954
2459,5,0.429638
2460,8,0.634204
2461,2,0.532961
2462,8,0.715266
2463,2,0.574277
2464,5,0.819962
2465,2,0.774971
2466,6,0.652938
2467,6,0.45811
2468,0,0.887475
2469,3,0.426158
2470,1,0.455466
2471,0,0.774935
2472,9,0.598748
2473,7,0.523796
2474,4,0.792269
2475,5,0.479979
2476,4,0.824063
2477,1,0.819959
2478,1,0.849968
2479,7,0.470597
2480,8,0.572598
2481,1,0.735719
2482,5,0.383955
2483,4,0.819962
2484,3,0.84997
2485,0,0.75068
2486,6,0.887471
2487,2,0.64006
2488,7,0.549923
2489,4,0.849963
2490,5,0.819948
2491,7,0.699943
2492,4,0.819961
2493,9,0.819935
2494,0,0.1
2495,0,0.1
2496,1,0.549953
2497,6,0.819947
2498,1,0.775738
2499,1,0.871409
2500,8,0.700063
2501,7,0.560018
2502,3,0.699949
2503,4,0.8714
2504,5,0.479949
2505,1,0.494069
2506,9,0.699931
2507,8,0.549866
2508,5,0.55198
2509,5,0.699925
2510,8,0.84996
2511,0,0.1
2512,2,0.774953
2513,4,0.446793
2514,0,0.1
2515,8,0.918162
2516,3,0.655833
2517,6,0.488051
2518,8,0.849948
2519,1,0.871397
2520,8,0.774963
2521,5,0.484817
2522,8,0.930756
2523,0,0.549976
2524,8,0.819965
2525,5,0.774975
2526,7,0.731239
2527,4,0.918162
2528,7,0.963992
2529,5,0.487862
2530,7,0.774974
2531,0,0.1
2532,7,0.871397
2533,0,0.935698
2534,5,0.694121
2535,1,0.871383
2536,0,0.77495
2537,6,0.507348
2538,1,0.849961
2539,1,0.979541
2540,2,0.662853
2541,2,0.516389
2542,8,0.525876
2543,8,0.827662
2544,5,0.909978
2545,8,0.50798
2546,8,0.899973
2547,5,0.849973
2548,3,0.657167
2549,4,0.705062
2550,9,0.871393
2551,6,0.909974
2552,2,0.776656
2553,2,0.598668
2554,5,0.50517
2555,9,0.666291
2556,8,0.732839
2557,6,0.51924
2558,8,0.628992
2559,8,0.629061
2560,7,0.485023
2561,5,0.427835
2562,0,0.1
2563,7,0.699935
2564,5,0.960861
2565,7,0.871399
2566,2,0.720316
2567,0,0.531982
2568,1,0.774964
2569,5,0.549885
2570,8,0.783349
2571,6,0.887478
2572,9,0.966657
2573,8,0.503529
2574,7,0.522231
2575,5,0.816539
2576,4,0.426923
2577,5,0.89997
2578,5,0.570331
2579,0,0.947043
2580,4,0.887471
2581,4,0.748166
2582,4,0.924979
2583,5,0.879021
2584,8,0.55801
2585,6,0.553859
2586,7,0.59955
2587,3,0.918158
2588,3,0.511072
2589,2,0.871391
2590,0,0.1
2591,0,0.849966
2592,3,0.81996
2593,9,0.849977
2594,2,0.819953
2595,2,0.899976
2596,5,0.967783
2597,3,0.821331
2598,8,0.926183
2599,6,0.507251
2600,6,0.887475
2601,0,0.1
2602,0,0.549975
2603,0,0.699877
2604,8,0.391545
2605,1,0.549963
2606,0,0.924979
2607,2,0.943733
2608,0,0.774962
2609,0,0.774961
2610,0,0.774961
2611,5,0.849956
2612,3,0.918159
2613,6,0.549965
2614,7,0.774939
2615,1,0.918159
2616,8,0.54995
2617,8,0.81995
2618,8,0.909975
2619,8,0.819972
2620,9,0.637927
2621,9,0.754233
2622,7,0.54228
2623,5,0.603751
2624,3,0.369084
2625,0,0.91816
2626,6,0.699933
2627,7,0.819955
2628,2,0.935697
2629,2,0.545245
2630,4,0.467164
2631,9,0.662699
2632,8,0.918158
2633,7,0.81996
2634,0,0.774944
2635,9,0.507299
2636,0,0.1
2637,0,0.691642
2638,5,0.909974
2639,0,0.774978
2640,0,0.1
2641,8,0.699966
2642,7,0.448042
2643,6,0.930756
2644,0,0.562906
2645,9,0.849963
2646,8,0.849964
2647,3,0.549936
2648,3,0.899965
2649,7,0.84996
2650,9,0.887475
2651,5,0.549916
2652,0,0.1
2653,5,0.819962
2654,1,0.515664
2655,5,0.774934
2656,3,0.549976
2657,5,0.715428
2658,9,0.625272
2659,9,0.774951
2660,8,0.500702
2661,4,0.498097
2662,0,0.1
2663,7,0.57237
2664,6,0.849959
2665,4,0.413325
2666,9,0.930745
2667,5,0.871401
2668,9,0.549939
2669,0,0.1
2670,8,0.77496
2671,0,0.1
2672,7,0.577425
2673,4,0.95908
2674,6,0.699931
2675,0,0.1
2676,3,0.819948
2677,8,0.525325
2678,7,0.774969
2679,8,0.930752
2680,7,0.581788
2681,4,0.774946
2682,4,0.935698
2683,4,0.819941
2684,8,0.581604
2685,8,0.487104
2686,1,0.849967
2687,7,0.939985
2688,8,0.939986
2689,5,0.774952
2690,8,0.899983
2691,3,0.699986
2692,5,0.774959
2693,8,0.487443
2694,0,0.909971
2695,8,0.374113
2696,2,0.819955
2697,8,0.501156
2698,1,0.909972
2699,4,0.629828
2700,0,0.819953
2701,0,0.849966
2702,2,0.417606
2703,5,0.887481
2704,5,0.943733
2705,5,0.725597
2706,5,0.939986
2707,8,0.549964
2708,2,0.635809
2709,3,0.819961
2710,5,0.763133
2711,2,0.483421
2712,8,0.549889
2713,9,0.698651
2714,2,0.774955
2715,6,0.830082
2716,4,0.787239
2717,5,0.849969
2718,2,0.468605
2719,0,0.51772
2720,0,0.422503
2721,9,0.871401
2722,1,0.77493
2723,0,0.34282
2724,5,0.954988
2725,2,0.473412
2726,9,0.432815
2727,9,0.846462
2728,2,0.544847
2729,9,0.487901
2730,5,0.541868
2731,5,0.365637
2732,0,0.607607
2733,9,0.464798
2734,2,0.683837
2735,6,0.549916
2736,0,0.1
2737,4,0.656093
2738,2,0.556093
2739,1,0.699921
2740,0,0.647124
2741,5,0.816331
2742,9,0.663993
2743,5,0.778201
2744,4,0.627138
2745,0,0.88747
2746,6,0.613921
2747,4,0.82834
2748,8,0.909969
2749,8,0.59339
2750,8,0.952618
2751,8,0.949985
2752,8,0.669037
2753,9,0.819957
2754,7,0.849963
2755,4,0.918325
2756,5,0.939982
2757,9,0.935696
2758,6,0.871403
2759,8,0.453183
2760,4,0.615556
2761,4,0.984479
2762,9,0.909976
2763,2,0.819956
2764,9,0.96399
2765,7,0.887473
2766,4,0.56449
2767,4,0.386299
2768,4,0.656785
2769,5,0.738224
2770,0,0.447026
2771,4,0.774968
2772,6,0.871399
2773,0,0.657248
2774,8,0.819943
2775,1,0.871401
2776,8,0.54995
2777,0,0.1
2778,8,0.549951
2779,0,0.774953
2780,1,0.699934
2781,0,0.1
2782,8,0.545843
2783,9,0.296156
2784,4,0.416567
2785,3,0.549988
2786,3,0.549971
2787,4,0.984742
2788,2,0.805397
2789,9,0.899974
2790,0,0.1
2791,4,0.819969
2792,1,0.699924
2793,3,0.774918
2794,8,0.930752
2795,8,0.849973
2796,1,0.871412
2797,8,0.792209
2798,6,0.819945
2799,0,0.849961
2800,3,0.64935
2801,6,0.84997
2802,4,0.887466
2803,3,0.435127
2804,9,0.740753
2805,3,0.918163
2806,2,0.699906
2807,6,0.275774
2808,8,0.549922
2809,5,0.520974
2810,3,0.549976
2811,9,0.849927
2812,3,0.549976
2813,8,0.408625
2814,5,0.612156
2815,7,0.465757
2816,1,0.84997
2817,3,0.619577
2818,5,0.849974
2819,6,0.582568
2820,8,0.774976
2821,8,0.935699
2822,8,0.507276
2823,6,0.62747
2824,0,0.643341
2825,5,0.930752
2826,1,0.849982
2827,6,0.610705
2828,7,0.774943
2829,8,0.977494
2830,3,0.549976
2831,7,0.672389
2832,6,0.918161
2833,7,0.721104
2834,9,0.960859
2835,4,0.899976
2836,1,0.719172
2837,4,0.949987
2838,0,0.91816
2839,0,0.425367
2840,0,0.871383
2841,9,0.849959
2842,4,0.899976
2843,5,0.254509
2844,4,0.549895
2845,5,0.47927
2846,1,0.539901
2847,4,0.665877
2848,5,0.50246
2849,9,0.541406
2850,0,0.849974
2851,1,0.524525
2852,6,0.502531
2853,3,0.844207
2854,5,0.81993
2855,0,0.849963
2856,0,0.458788
2857,4,0.774948
2858,0,0.1
2859,4,0.774957
2860,7,0.774706
2861,9,0.699955
2862,2,0.935702
2863,0,0.909983
2864,9,0.943733
2865,6,0.488467
2866,2,0.55476
2867,4,0.624765
2868,0,0.949988
2869,1,0.410041
2870,0,0.403539
2871,6,0.569281
2872,6,0.909986
2873,0,0.565894
2874,9,0.775421
2875,3,0.730797
2876,6,0.909985
2877,6,0.943738
2878,8,0.553411
2879,7,0.539378
2880,6,0.930745
2881,6,0.585537
2882,6,0.733662
2883,5,0.635608
2884,5,0.674688
2885,7,0.645006
2886,4,0.968958
2887,4,0.780847
2888,4,0.549949
2889,4,0.709686
2890,0,0.887492
2891,4,0.918162
2892,4,0.632589
2893,9,0.774951
2894,6,0.887472
2895,6,0.699919
2896,1,0.724138
2897,9,0.583411
2898,7,0.811381
2899,0,0.1
2900,0,0.1
2901,8,0.794946
2902,5,0.669591
2903,5,0.88748
2904,5,0.588792
