doc_id,topic_index,score
493,8,0.699942
494,3,0.930752
495,5,0.918161
496,5,0.807635
497,1,0.89997
498,8,0.6759
499,1,0.887475
500,4,0.395247
501,0,0.549979
502,4,0.679652
503,4,0.713269
504,0,0.717929
505,4,0.947045
506,3,0.699976
507,7,0.943741
508,0,0.1
509,3,0.549976
510,1,0.557292
511,8,0.819955
512,4,0.549966
513,5,0.871398
514,5,0.646711
515,3,0.849944
516,3,0.819985
517,8,0.549887
518,7,0.74823
519,5,0.632112
520,8,0.887477
521,6,0.930746
522,4,0.819952
523,1,0.549988
524,8,0.549854
525,4,0.54953
526,7,0.887475
527,8,0.491188
528,2,0.774946
529,5,0.699923
530,1,0.849962
531,9,0.549915
532,7,0.819964
533,7,0.699931
534,0,0.51089
535,9,0.517788
536,9,0.430542
537,9,0.522387
538,6,0.699968
539,0,0.34125
540,2,0.909976
541,9,0.729794
542,4,0.321271
543,2,0.774967
544,6,0.935695
545,0,0.1
546,5,0.909976
547,4,0.540568
548,6,0.803275
549,5,0.963991
550,2,0.887472
551,9,0.924977
552,6,0.528702
553,0,0.380558
554,4,0.699925
555,8,0.924985
556,2,0.909973
557,5,0.819967
558,0,0.552685
559,1,0.54994
560,9,0.918157
561,0,0.962489
562,1,0.617836
563,9,0.460883
564,3,0.699973
565,1,0.924979
566,6,0.619485
567,9,0.589874
568,9,0.887478
569,8,0.431492
570,8,0.431546
571,5,0.819964
572,1,0.699941
573,3,0.930753
574,9,0.930753
575,3,0.72638
576,5,0.849955
577,4,0.699933
578,3,0.344048
579,3,0.77497
580,7,0.477821
581,0,0.1
582,3,0.549854
583,2,0.549924
584,3,0.774952
585,3,0.54987
586,6,0.774945
587,2,0.871407
588,5,0.774943
589,1,0.730177
590,6,0.699943
591,1,0.887474
592,1,0.71436
593,0,0.1
594,2,0.774945
595,6,0.819956
596,9,0.871379
597,5,0.509794
598,9,0.959081
599,2,0.819957
600,7,0.871404
601,0,0.549978
602,5,0.871391
603,7,0.64271
604,7,0.549977
605,9,0.699935
606,8,0.549967
607,5,0.54997
608,3,0.699961
609,5,0.699951
610,2,0.549985
611,0,0.77494
612,3,0.871405
613,3,0.51318
614,4,0.622538
615,6,0.325344
616,6,0.930751
617,2,0.67758
618,6,0.549954
619,2,0.774975
620,9,0.588085
621,6,0.819953
622,0,0.1
623,7,0.77497
624,3,0.849958
625,3,0.871395
626,7,0.437712
627,3,0.774984
628,3,0.774984
629,2,0.699915
630,5,0.512048
631,0,0.1
632,0,0.871388
633,7,0.845324
634,7,0.918169
635,3,0.819972
636,4,0.969992
637,7,0.95262
638,1,0.819962
639,1,0.909972
640,0,0.1
641,0,0.943734
642,0,0.918163
643,1,0.549915
644,0,0.1
645,4,0.699919
646,1,0.54991
647,8,0.699932
648,1,0.699943
649,1,0.549915
650,1,0.54992
651,3,0.66496
652,3,0.563837
653,3,0.750646
654,7,0.702713
655,7,0.90998
656,5,0.871388
657,5,0.918159
658,9,0.899974
659,1,0.774929
660,5,0.774957
661,4,0.819931
662,4,0.849962
663,6,0.56848
664,8,0.819927
665,3,0.633241
666,6,0.93075
667,4,0.962489
668,0,0.485852
669,4,0.88748
670,3,0.774954
671,7,0.554754
672,0,0.90997
673,3,0.819946
674,4,0.549879
675,4,0.476498
676,7,0.92498
677,0,0.849954
678,4,0.434434
679,5,0.567126
680,1,0.699932
681,8,0.954981
682,8,0.479291
683,4,0.426398
684,7,0.957132
685,8,0.407091
686,8,0.849961
687,8,0.549936
688,8,0.473461
689,8,0.549947
690,6,0.489131
691,3,0.699924
692,6,0.740508
693,8,0.583114
694,9,0.488686
695,7,0.582001
696,8,0.699931
697,4,0.610364
698,7,0.887466
699,4,0.774949
700,3,0.774954
701,8,0.939983
702,0,0.678613
703,6,0.871395
704,0,0.887476
705,1,0.774945
706,0,0.1
707,7,0.610352
708,8,0.909973
709,5,0.909977
710,2,0.899968
711,9,0.930753
712,3,0.91816
713,3,0.699898
714,9,0.849972
715,4,0.871403
716,0,0.1
717,0,0.1
718,2,0.518677
719,2,0.626343
720,2,0.705078
721,2,0.819961
722,4,0.549966
723,5,0.954989
724,7,0.468036
725,7,0.69226
726,7,0.77268
727,1,0.491839
728,3,0.871405
729,5,0.93075
730,6,0.699934
731,5,0.699974
732,8,0.650451
733,6,0.834814
734,2,0.918159
735,7,0.699965
736,6,0.416529
737,4,0.871388
738,2,0.549848
739,5,0.549991
740,0,0.1
741,5,0.483592
742,2,0.699972
743,3,0.611337
744,6,0.441315
745,2,0.849968
746,0,0.924977
747,4,0.551046
748,6,0.884812
749,4,0.899974
750,5,0.939988
751,2,0.632398
752,5,0.827479
753,4,0.586228
754,5,0.912
755,4,0.549965
756,6,0.939981
757,0,0.699963
758,3,0.69999
759,7,0.899972
760,5,0.819968
761,7,0.774963
762,7,0.738113
763,7,0.445166
764,9,0.549836
765,7,0.57373
766,5,0.89998
767,4,0.731188
768,4,0.549922
769,4,0.549921
770,5,0.578093
771,8,0.699915
772,3,0.549939
773,3,0.549938
774,3,0.399481
775,5,0.939985
776,8,0.644407
777,4,0.943735
778,2,0.491389
779,9,0.699528
780,7,0.887468
781,5,0.677557
782,2,0.544679
783,0,0.918163
784,7,0.887473
785,6,0.866717
786,9,0.871394
787,2,0.667004
788,6,0.509083
789,6,0.924973
790,6,0.678114
791,9,0.607375
792,9,0.899972
793,8,0.637025
794,3,0.774962
795,2,0.89997
796,5,0.879478
797,4,0.49714
798,5,0.549968
799,3,0.699964
800,0,0.887481
801,5,0.930749
802,8,0.774697
803,9,0.473762
804,3,0.899975
805,8,0.492424
806,5,0.899983
807,8,0.899974
808,3,0.871397
809,9,0.699962
810,8,0.819969
811,9,0.634543
812,8,0.569672
813,8,0.924979
814,5,0.599478
815,6,0.47801
816,2,0.774923
817,6,0.699965
818,1,0.687872
819,8,0.777159
820,5,0.819958
821,4,0.549966
822,7,0.699983
823,0,0.1
824,1,0.699904
825,4,0.849965
826,5,0.607585
827,7,0.699933
828,1,0.887464
829,0,0.1
830,7,0.774949
831,7,0.871397
832,3,0.699891
833,3,0.549976
834,3,0.549976
835,0,0.1
836,0,0.1
837,0,0.1
838,9,0.699924
839,9,0.463326
840,1,0.549939
841,2,0.871392
842,2,0.549975
843,1,0.939984
844,8,0.766936
845,1,0.369532
846,7,0.549999
847,1,0.962488
848,7,0.53891
849,7,0.849979
850,0,0.611574
851,0,0.871026
852,1,0.819958
853,8,0.903794
854,2,0.871394
855,0,0.619258
856,8,0.957132
857,8,0.887477
858,5,0.699963
859,7,0.849964
860,5,0.613863
861,0,0.849964
862,7,0.465864
863,7,0.655708
864,1,0.774924
865,5,0.589361
866,8,0.871391
867,4,0.899978
868,3,0.699906
869,3,0.887467
870,3,0.887467
871,5,0.849968
872,4,0.774971
873,8,0.849966
874,5,0.819948
875,5,0.661723
876,2,0.549993
877,0,0.918157
878,9,0.774946
879,4,0.549967
880,3,0.699921
881,3,0.567951
882,4,0.610743
883,0,0.699931
884,4,0.952618
885,2,0.918161
886,1,0.871403
887,0,0.1
888,1,0.909975
889,9,0.462066
890,1,0.939983
891,7,0.957132
892,7,0.572384
893,4,0.871397
894,6,0.636425
895,7,0.93075
896,1,0.675232
897,7,0.887469
898,4,0.63397
899,8,0.560271
900,0,0.1
901,0,0.699928
902,6,0.77495
903,1,0.849963
904,4,0.717287
905,7,0.776135
906,4,0.493978
907,6,0.849955
908,4,0.549966
909,0,0.871403
910,0,0.498473
911,8,0.699912
912,9,0.918164
913,6,0.54993
914,5,0.630216
915,5,0.930753
916,8,0.943735
917,4,0.87139
918,4,0.662964
919,5,0.81996
920,7,0.500442
921,3,0.909975
922,2,0.774951
923,8,0.887466
924,7,0.887481
925,5,0.969994
926,5,0.849962
927,4,0.849958
928,0,0.735764
929,4,0.88747
930,5,0.666333
931,4,0.549966
932,4,0.549966
933,9,0.774968
934,9,0.899975
935,9,0.401044
936,6,0.943731
937,3,0.552332
938,3,0.590631
939,0,0.382428
940,3,0.473392
941,3,0.80619
942,4,0.819972
943,6,0.471639
944,8,0.699978
945,2,0.549948
946,9,0.546203
947,9,0.410553
948,3,0.549976
949,5,0.935699
950,4,0.819964
951,0,0.1
952,9,0.783659
953,5,0.960861
954,5,0.939982
955,8,0.540747
956,3,0.899972
957,7,0.93075
958,0,0.549985
959,4,0.918157
960,1,0.849972
961,7,0.774942
962,0,0.1
963,8,0.819959
964,8,0.532132
965,3,0.699963
966,4,0.887473
967,0,0.549884
968,4,0.774951
969,1,0.727949
970,6,0.887473
971,5,0.738968
972,1,0.87139
973,8,0.899964
974,7,0.604342
975,8,0.635811
976,3,0.774931
977,0,0.549991
978,3,0.849968
979,4,0.740406
980,7,0.579167
981,1,0.952618
982,0,0.470102
983,8,0.930745
984,2,0.607956
985,2,0.438467
986,1,0.700138
987,9,0.94373
988,0,0.597584
989,1,0.949986
990,2,0.470153
991,5,0.909973
992,4,0.776613
993,5,0.918158
994,8,0.909969
995,5,0.474098
996,8,0.77492
997,7,0.899973
998,0,0.607479
999,4,0.849958
1000,1,0.634237
1001,5,0.832928
1002,5,0.909973
1003,4,0.549976
1004,8,0.514315
1005,6,0.930755
1006,7,0.455511
1007,7,0.954987
1008,7,0.849959
1009,0,0.1
1010,7,0.871374
1011,2,0.871398
1012,0,0.1
1013,0,0.918157
1014,7,0.887475
1015,5,0.562293
1016,4,0.871397
1017,2,0.899981
1018,5,0.774938
1019,4,0.849954
1020,5,0.887475
1021,3,0.947041
1022,7,0.871401
1023,6,0.819966
1024,7,0.887474
1025,7,0.564842
1026,6,0.819964
1027,0,0.1
1028,4,0.90285
1029,4,0.597474
1030,4,0.680281
1031,4,0.871401
1032,9,0.918165
1033,4,0.887477
1034,4,0.529797
1035,4,0.909981
1036,8,0.849965
1037,7,0.678724
1038,5,0.924983
1039,5,0.899973
1040,4,0.78635
1041,9,0.725545
1042,7,0.909971
1043,7,0.581689
1044,5,0.558626
1045,5,0.39913
1046,7,0.849964
1047,5,0.67903
1048,4,0.3974
1049,1,0.699958
1050,0,0.448911
1051,9,0.819955
1052,4,0.569492
1053,7,0.518402
1054,8,0.871396
1055,8,0.774963
1056,3,0.62997
1057,8,0.909977
1058,7,0.699954
1059,8,0.502168
1060,0,0.1
1061,0,0.1
1062,4,0.645821
1063,5,0.872969
1064,2,0.700269
1065,8,0.947043
1066,5,0.575236
1067,7,0.549992
1068,6,0.887476
1069,3,0.54994
1070,1,0.87139
1071,8,0.849968
1072,5,0.415732
1073,5,0.774959
1074,0,0.1
1075,1,0.841448
1076,5,0.455392
1077,3,0.577863
1078,5,0.677286
1079,4,0.774949
1080,1,0.653069
1081,5,0.871411
1082,5,0.699874
1083,2,0.534853
1084,8,0.646441
1085,7,0.581282
1086,8,0.69996
1087,9,0.81996
1088,5,0.665357
1089,3,0.966655
1090,5,0.340287
1091,8,0.570774
1092,8,0.391176
1093,8,0.402484
1094,8,0.631962
1095,8,0.427036
1096,1,0.776988
1097,8,0.286508
1098,5,0.295341
1099,0,0.899977
1100,5,0.331694
1101,8,0.569446
1102,8,0.587341
1103,8,0.918161
1104,8,0.95908
1105,4,0.560645
1106,4,0.950127
1107,9,0.7238
1108,3,0.774939
1109,9,0.849965
1110,1,0.486576
1111,8,0.662211
1112,1,0.814283
1113,4,0.522137
1114,5,0.604019
1115,5,0.63556
1116,3,0.88747
1117,9,0.899974
1118,3,0.508014
1119,0,0.939983
1120,3,0.909974
1121,5,0.507079
1122,8,0.793003
1123,4,0.524569
1124,4,0.53067
1125,7,0.918162
1126,1,0.849954
1127,8,0.887469
1128,9,0.849952
1129,4,0.710471
1130,0,0.774952
1131,7,0.696732
1132,1,0.699953
1133,4,0.592735
1134,3,0.549976
1135,3,0.549976
1136,1,0.774939
1137,4,0.690752
1138,8,0.849966
1139,6,0.549927
1140,7,0.744783
1141,1,0.918162
1142,7,0.549967
1143,4,0.849957
1144,8,0.558645
1145,7,0.909983
1146,5,0.899974
1147,9,0.849953
1148,5,0.527956
1149,3,0.935693
1150,1,0.93075
1151,8,0.930751
1152,2,0.496426
1153,6,0.699893
1154,5,0.549919
1155,5,0.699932
1156,5,0.887471
1157,1,0.699989
1158,5,0.549932
1159,7,0.699942
1160,2,0.871391
1161,3,0.887473
1162,4,0.549909
1163,0,0.1
1164,5,0.402523
1165,2,0.526118
1166,1,0.774975
1167,4,0.527204
1168,8,0.314962
1169,4,0.819951
1170,4,0.651398
1171,1,0.507125
1172,8,0.600341
1173,7,0.909968
1174,7,0.808291
1175,8,0.939988
1176,7,0.962489
1177,4,0.549928
1178,3,0.699928
1179,1,0.774937
1180,2,0.556033
1181,7,0.849963
1182,0,0.538741
1183,5,0.717272
1184,9,0.643329
1185,9,0.954986
1186,0,0.772836
1187,4,0.706239
1188,6,0.871398
1189,4,0.887476
1190,1,0.807205
1191,4,0.887472
1192,6,0.887472
1193,5,0.854273
1194,8,0.549921
1195,0,0.909974
1196,4,0.88747
1197,7,0.474554
1198,4,0.887472
1199,5,0.918154
1200,4,0.849959
1201,4,0.493163
1202,6,0.699917
1203,6,0.77495
1204,5,0.949987
1205,8,0.887476
1206,8,0.479655
1207,3,0.4863
1208,4,0.488839
1209,4,0.871406
1210,8,0.609396
1211,9,0.626874
1212,5,0.909966
1213,6,0.745696
1214,6,0.954989
1215,3,0.549976
1216,3,0.849963
1217,7,0.633501
1218,3,0.924974
1219,7,0.400405
1220,4,0.935697
1221,7,0.774938
1222,5,0.918162
1223,2,0.871391
1224,8,0.679183
1225,8,0.618154
1226,9,0.549927
1227,4,0.965374
1228,0,0.89997
1229,0,0.1
1230,0,0.1
1231,4,0.334764
1232,7,0.871403
1233,4,0.84996
1234,7,0.90998
1235,5,0.899979
1236,7,0.519437
1237,8,0.642636
1238,8,0.849965
1239,8,0.887472
1240,7,0.924985
1241,8,0.909982
1242,5,0.49038
1243,3,0.458043
1244,5,0.713085
1245,4,0.611493
1246,8,0.837791
1247,3,0.789814
1248,3,0.93075
1249,5,0.571008
1250,4,0.622225
1251,2,0.670323
1252,2,0.727006
1253,8,0.819965
1254,8,0.939986
1255,5,0.493642
1256,2,0.774963
1257,7,0.524886
1258,6,0.849944
1259,8,0.887477
1260,3,0.887471
1261,0,0.483142
1262,8,0.622662
1263,5,0.897485
1264,9,0.373619
1265,4,0.924983
1266,5,0.918163
1267,0,0.723899
1268,5,0.52678
1269,3,0.449688
1270,5,0.542603
1271,3,0.849974
1272,7,0.488095
1273,5,0.899979
1274,7,0.939985
1275,4,0.966657
1276,4,0.462034
1277,5,0.479027
1278,4,0.970959
1279,3,0.516826
1280,5,0.887471
1281,5,0.957132
1282,6,0.918167
1283,4,0.421309
1284,1,0.430533
1285,0,0.849959
1286,3,0.580174
1287,8,0.774978
1288,6,0.699932
1289,9,0.443496
1290,5,0.849967
1291,4,0.482263
1292,8,0.685781
1293,7,0.819958
1294,5,0.899979
1295,5,0.521803
1296,7,0.918162
1297,4,0.887479
1298,0,0.1
1299,7,0.918158
1300,1,0.774957
1301,4,0.699952
1302,5,0.654669
1303,1,0.774966
1304,4,0.774947
1305,5,0.930753
1306,5,0.688289
1307,4,0.549929
1308,0,0.899974
1309,5,0.686791
1310,7,0.774947
1311,9,0.871385
1312,8,0.521823
1313,3,0.918161
1314,0,0.1
1315,4,0.935695
1316,6,0.849974
1317,7,0.594344
1318,7,0.645302
1319,0,0.1
1320,4,0.8714
1321,7,0.774976
1322,8,0.774959
1323,3,0.849959
1324,3,0.699902
1325,0,0.1
1326,6,0.614971
1327,0,0.549935
1328,8,0.939986
1329,9,0.819955
1330,7,0.918159
1331,4,0.492394
1332,9,0.819958
1333,9,0.871398
1334,4,0.959078
1335,2,0.475886
1336,7,0.799967
1337,2,0.406615
1338,9,0.445537
1339,4,0.61496
1340,8,0.80203
1341,7,0.69998
1342,5,0.549968
1343,1,0.549963
1344,4,0.849972
1345,9,0.469472
1346,5,0.549968
1347,1,0.819968
1348,8,0.849968
1349,5,0.849971
1350,7,0.501226
1351,5,0.871363
1352,2,0.924981
1353,4,0.939984
1354,5,0.849964
1355,7,0.69993
1356,5,0.918159
1357,5,0.899972
1358,0,0.935694
1359,1,0.774963
1360,0,0.1
1361,3,0.549976
1362,5,0.60677
1363,6,0.823004
1364,3,0.503458
1365,6,0.819953
1366,9,0.819954
1367,2,0.819947
1368,4,0.909976
1369,6,0.699989
1370,6,0.499086
1371,5,0.92498
1372,8,0.434012
1373,8,0.930752
1374,4,0.635741
1375,6,0.417765
1376,5,0.629592
1377,8,0.84996
1378,3,0.699964
1379,2,0.466931
1380,8,0.849965
1381,4,0.924983
1382,7,0.849976
1383,1,0.774971
1384,7,0.918158
1385,2,0.871409
1386,7,0.582513
1387,9,0.819956
1388,3,0.443671
1389,0,0.671729
1390,3,0.549976
1391,8,0.82435
1392,8,0.609043
1393,1,0.918163
1394,6,0.918159
1395,5,0.887467
1396,7,0.564042
1397,9,0.849971
1398,1,0.899981
1399,6,0.68883
1400,6,0.909981
1401,5,0.887471
1402,1,0.699948
1403,6,0.592618
1404,5,0.924979
1405,8,0.849971
1406,0,0.819946
1407,8,0.549943
1408,6,0.82869
1409,0,0.53315
1410,6,0.918159
1411,6,0.930751
1412,0,0.871395
1413,5,0.699977
1414,6,0.774963
1415,6,0.578965
1416,8,0.562781
1417,4,0.8714
1418,2,0.440142
1419,7,0.819953
1420,6,0.871413
1421,9,0.952618
1422,9,0.51894
1423,0,0.512643
1424,7,0.661533
1425,4,0.434157
1426,8,0.949981
1427,2,0.540209
1428,2,0.490431
1429,7,0.590195
1430,7,0.505612
1431,8,0.713308
1432,7,0.765617
1433,5,0.924985
1434,4,0.804742
1435,9,0.774941
1436,4,0.595335
1437,0,0.1
1438,7,0.521515
1439,3,0.849957
1440,2,0.699942
1441,8,0.899984
1442,6,0.849972
1443,8,0.871404
1444,5,0.958231
1445,8,0.474718
1446,8,0.939985
1447,3,0.899979
1448,3,0.699959
1449,5,0.849969
1450,8,0.949988
1451,8,0.553499
1452,9,0.819959
1453,8,0.762683
1454,2,0.549928
1455,8,0.689003
1456,8,0.699978
1457,4,0.741649
1458,2,0.699938
1459,5,0.563631
1460,6,0.462051
1461,1,0.871394
1462,3,0.549976
1463,5,0.924981
1464,0,0.819943
1465,8,0.909977
1466,9,0.819949
1467,2,0.60353
1468,6,0.871406
1469,2,0.69996
1470,6,0.699971
1471,9,0.646781
1472,0,0.871409
1473,2,0.549987
1474,4,0.774962
1475,8,0.786837
1476,1,0.849962
1477,4,0.54988
1478,1,0.909976
1479,9,0.549943
1480,4,0.699921
1481,9,0.924982
1482,0,0.1
1483,7,0.485973
1484,8,0.54989
1485,3,0.549976
1486,7,0.871376
1487,0,0.1
1488,9,0.943735
1489,0,0.945703
1490,9,0.699953
1491,0,0.549987
1492,9,0.42687
1493,5,0.88747
1494,5,0.549885
1495,8,0.819957
1496,7,0.549956
1497,0,0.69991
1498,7,0.699948
1499,7,0.819961
1500,1,0.549963
1501,3,0.549976
